epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,14934.9,0.64911,0.68051,1.06936,0.8162,0.72004,0.77842,0.66405,0.65635,0.73075,1.07695,0.00194268,0.00194268,0.00194268
180,15018.4,0.64441,0.67329,1.06546,0.82269,0.71808,0.77799,0.66351,0.65569,0.73266,1.07659,0.00193674,0.00193674,0.00193674
181,15101.4,0.65732,0.67515,1.06767,0.83168,0.71574,0.77932,0.66411,0.65443,0.72951,1.07511,0.0019308,0.0019308,0.0019308
182,15184.9,0.62897,0.66096,1.05728,0.83445,0.71311,0.779,0.66389,0.65503,0.72927,1.07592,0.00192486,0.00192486,0.00192486
183,15268.3,0.65785,0.67201,1.06247,0.83466,0.71137,0.77948,0.66478,0.65415,0.72739,1.07522,0.00191892,0.00191892,0.00191892
184,15352,0.64029,0.65805,1.06,0.83171,0.7128,0.77947,0.66461,0.65294,0.72755,1.07416,0.00191298,0.00191298,0.00191298
185,15435.4,0.63435,0.65312,1.05815,0.83495,0.71014,0.77961,0.66495,0.65219,0.72717,1.07364,0.00190704,0.00190704,0.00190704
186,15518.9,0.64621,0.65497,1.06016,0.83291,0.7105,0.77986,0.66487,0.65185,0.72481,1.0733,0.0019011,0.0019011,0.0019011
187,15601.6,0.64019,0.654,1.05672,0.83301,0.71203,0.78028,0.66547,0.65081,0.72366,1.0725,0.00189516,0.00189516,0.00189516
188,15683.9,0.65002,0.662,1.06624,0.83828,0.71075,0.78107,0.66619,0.65054,0.72361,1.07235,0.00188922,0.00188922,0.00188922
189,15766.2,0.64793,0.66004,1.06503,0.80169,0.73463,0.78094,0.666,0.65014,0.72361,1.07263,0.00188328,0.00188328,0.00188328
190,15848.1,0.63632,0.6598,1.06015,0.82996,0.71769,0.78083,0.66658,0.65031,0.72374,1.07309,0.00187734,0.00187734,0.00187734
191,15930.5,0.64546,0.66319,1.05828,0.82933,0.71817,0.77998,0.6659,0.6498,0.72453,1.07299,0.0018714,0.0018714,0.0018714
192,16013,0.64341,0.66018,1.0639,0.81685,0.72495,0.77975,0.66588,0.64986,0.72484,1.07385,0.00186546,0.00186546,0.00186546
193,16094.7,0.63169,0.64144,1.05353,0.81759,0.72497,0.77968,0.66588,0.64922,0.7246,1.07358,0.00185952,0.00185952,0.00185952
194,16176.6,0.63044,0.64116,1.05442,0.81594,0.72513,0.78159,0.6675,0.64908,0.725,1.07375,0.00185358,0.00185358,0.00185358
195,16259,0.63596,0.65557,1.0575,0.81577,0.72702,0.78184,0.66749,0.64942,0.72609,1.0741,0.00184764,0.00184764,0.00184764
196,16341.4,0.63598,0.64255,1.05096,0.81619,0.72625,0.78182,0.66744,0.64998,0.72795,1.0744,0.0018417,0.0018417,0.0018417
197,16423.4,0.63638,0.65605,1.05427,0.81827,0.72454,0.78041,0.66627,0.64942,0.72786,1.07384,0.00183576,0.00183576,0.00183576
198,16505.2,0.63491,0.64322,1.05434,0.82483,0.71819,0.78058,0.66663,0.64934,0.72802,1.07407,0.00182982,0.00182982,0.00182982
199,16587.2,0.64095,0.64954,1.05791,0.82455,0.71517,0.77897,0.66582,0.6489,0.72816,1.07379,0.00182388,0.00182388,0.00182388
200,16669.4,0.63571,0.64525,1.05309,0.81754,0.7203,0.77909,0.66543,0.64903,0.72895,1.07411,0.00181794,0.00181794,0.00181794
201,16751.5,0.62764,0.63768,1.05481,0.81231,0.72415,0.77926,0.66496,0.64913,0.7295,1.07427,0.001812,0.001812,0.001812
202,16833.2,0.62554,0.639,1.05751,0.81184,0.72582,0.7791,0.66508,0.64928,0.72907,1.07451,0.00180606,0.00180606,0.00180606
203,16915.5,0.6335,0.63106,1.04972,0.81004,0.72602,0.7789,0.66501,0.64882,0.72932,1.07355,0.00180012,0.00180012,0.00180012
204,16997.3,0.6224,0.63851,1.05223,0.81255,0.72465,0.77884,0.66545,0.64867,0.72854,1.07359,0.00179418,0.00179418,0.00179418
205,17079.4,0.62767,0.63457,1.05492,0.81008,0.72541,0.77918,0.6654,0.64859,0.72914,1.07359,0.00178824,0.00178824,0.00178824
206,17161.2,0.62026,0.61601,1.04216,0.80941,0.72423,0.77906,0.66487,0.6483,0.72947,1.07323,0.0017823,0.0017823,0.0017823
207,17243.3,0.62026,0.61752,1.04087,0.80959,0.72301,0.77908,0.66459,0.64832,0.72946,1.07339,0.00177636,0.00177636,0.00177636
208,17325.3,0.62744,0.64761,1.05557,0.84314,0.70235,0.77934,0.66465,0.64795,0.72904,1.07328,0.00177042,0.00177042,0.00177042
209,17407.1,0.61495,0.62512,1.04524,0.8418,0.70212,0.77964,0.66464,0.64754,0.72941,1.07307,0.00176448,0.00176448,0.00176448
210,17488.9,0.62188,0.63218,1.04535,0.84147,0.70213,0.77975,0.66464,0.64714,0.72953,1.07243,0.00175854,0.00175854,0.00175854
211,17570.8,0.6165,0.61605,1.04078,0.82043,0.71416,0.77945,0.66434,0.64706,0.7285,1.07268,0.0017526,0.0017526,0.0017526
212,17652.4,0.61081,0.60905,1.04145,0.82216,0.714,0.77951,0.66403,0.64684,0.72933,1.07288,0.00174666,0.00174666,0.00174666
213,17734,0.61363,0.60576,1.04303,0.82998,0.70842,0.77984,0.66427,0.647,0.72869,1.07326,0.00174072,0.00174072,0.00174072
214,17815.5,0.61462,0.62318,1.0469,0.81214,0.71864,0.77988,0.66439,0.64686,0.72799,1.0736,0.00173478,0.00173478,0.00173478
215,17897.1,0.61475,0.61351,1.0415,0.83362,0.7072,0.77959,0.66406,0.64664,0.72759,1.07363,0.00172884,0.00172884,0.00172884
